,log message,log key,parameter value vector
1020,10 18 18:06:26 Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Diagnostics report from attempt_<*>_<*>_m_<*>_<*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5<*> to msra-sa-<*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,"[0, ' ', '/127.0.0.1', ' ']"
1021,10 18 18:06:26 Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Diagnostics report from attempt_<*>_<*>_m_<*>_<*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5<*> to msra-sa-<*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,"[0, ' ', '/127.0.0.1', ' ']"
1022,10 18 18:06:26 attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000002', '0', 'RUNNING', 'FAIL_CONTAINER_CLEANUP']"
1023,10 18 18:06:26 Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000004 taskAttempt attempt_1445144423722_0020_m_000002_0,Processing the event EventType: <*> for container container_<*>_<*>_<*>_<*> taskAttempt attempt_<*>_<*>_m_<*>_<*>,"[0, 'CONTAINER_REMOTE_CLEANUP', '1445144423722', '0020', '01', '000004', '1445144423722', '0020', '000002', '0']"
1024,10 18 18:06:26 KILLING attempt_1445144423722_0020_m_000002_0,KILLING attempt_<*>_<*>_m_<*>_<*>,"[0, '1445144423722', '0020', '000002', '0']"
1025,10 18 18:06:26 Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,Opening proxy : <*>,"[0, 'MININT-FNANLI5.fareast.corp.microsoft.com:52368']"
1026,10 18 18:06:26 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:9000', '41', '9000']"
1027,10 18 18:06:26 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 88 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '88', ' ']"
1028,"10 18 18:06:26 Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: msra-sa-<*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","[0, '41', '8030', '0', '10', '1000']"
1029,10 18 18:06:26 ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,[0]
1030,10 18 18:06:26 attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000002', '0', 'FAIL_CONTAINER_CLEANUP', 'FAIL_TASK_CLEANUP']"
1031,10 18 18:06:26 Processing the event EventType: TASK_ABORT,Processing the event EventType: <*>,"[0, 'TASK_ABORT']"
1032,10 18 18:06:26 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:9000', '41', '9000']"
1033,10 18 18:06:26 Task cleanup failed for attempt attempt_1445144423722_0020_m_000002_0,Task cleanup failed for attempt attempt_<*>_<*>_m_<*>_<*>,"[0, '1445144423722', '0020', '000002', '0']"
1034,10 18 18:06:26 attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000002', '0', 'FAIL_TASK_CLEANUP', 'FAILED']"
1035,10 18 18:06:26 Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Resolved <*> to /default-rack,"[0, 'MSRA-SA-39.fareast.corp.microsoft.com']"
1036,10 18 18:06:26 Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Resolved <*> to /default-rack,"[0, 'MSRA-SA-41.fareast.corp.microsoft.com']"
1037,10 18 18:06:26 attempt_1445144423722_0020_m_000002_1 TaskAttempt Transitioned from NEW to UNASSIGNED,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000002', '1', 'NEW', 'UNASSIGNED']"
1038,10 18 18:06:26 Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,[0]
1039,"10 18 18:06:26 Thread Thread[eventHandlingThread,5,main] threw an Exception.","Thread Thread[eventHandlingThread,<*>,main] threw an Exception.","[0, '5']"
1040,10 18 18:06:26 1 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,"[0, '1']"
1041,10 18 18:06:26 Added attempt_1445144423722_0020_m_000002_1 to list of failed maps,Added attempt_<*>_<*>_m_<*>_<*> to list of failed maps,"[0, '1445144423722', '0020', '000002', '1']"
1042,10 18 18:06:27 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1043,10 18 18:06:27 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 89 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '89', ' ']"
1044,10 18 18:06:27 Before Scheduling: PendingReds:0 ScheduledMaps:2 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"[0, '0', '2', '1', '9', '0', '1', '0', '11', '1', '7', '3']"
1045,10 18 18:06:27 Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:8030', '41', '8030']"
1046,10 18 18:06:28 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1047,10 18 18:06:28 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 90 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '90', ' ']"
1048,"10 18 18:06:28 Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: msra-sa-<*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","[0, '41', '8030', '0', '10', '1000']"
1049,10 18 18:06:28 ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,[0]
1050,10 18 18:06:28 Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,Progress of TaskAttempt attempt_<*>_<*>_m_<*>_<*> is : <*>.<*>,"[0, '1445144423722', '0020', '000001', '0', '0', '37551183']"
1051,10 18 18:06:28 Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,Progress of TaskAttempt attempt_<*>_<*>_m_<*>_<*> is : <*>.<*>,"[0, '1445144423722', '0020', '000001', '0', '0', '37551183']"
1052,10 18 18:06:28 Task: attempt_1445144423722_0020_m_000001_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Task: attempt_<*>_<*>_m_<*>_<*> - exited : java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5<*> to msra-sa-<*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,"[0, ' ', ' ']"
1053,10 18 18:06:28 Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Diagnostics report from attempt_<*>_<*>_m_<*>_<*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5<*> to msra-sa-<*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,"[0, ' ', '/127.0.0.1', ' ']"
1054,10 18 18:06:28 Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Diagnostics report from attempt_<*>_<*>_m_<*>_<*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5<*> to msra-sa-<*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,"[0, ' ', '/127.0.0.1', ' ']"
1055,10 18 18:06:28 attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000001', '0', 'RUNNING', 'FAIL_CONTAINER_CLEANUP']"
1056,10 18 18:06:28 Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000003 taskAttempt attempt_1445144423722_0020_m_000001_0,Processing the event EventType: <*> for container container_<*>_<*>_<*>_<*> taskAttempt attempt_<*>_<*>_m_<*>_<*>,"[0, 'CONTAINER_REMOTE_CLEANUP', '1445144423722', '0020', '01', '000003', '1445144423722', '0020', '000001', '0']"
1057,10 18 18:06:28 KILLING attempt_1445144423722_0020_m_000001_0,KILLING attempt_<*>_<*>_m_<*>_<*>,"[0, '1445144423722', '0020', '000001', '0']"
1058,10 18 18:06:28 Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,Opening proxy : <*>,"[0, 'MININT-FNANLI5.fareast.corp.microsoft.com:52368']"
1059,10 18 18:06:28 attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000001', '0', 'FAIL_CONTAINER_CLEANUP', 'FAIL_TASK_CLEANUP']"
1060,10 18 18:06:28 Processing the event EventType: TASK_ABORT,Processing the event EventType: <*>,"[0, 'TASK_ABORT']"
1061,10 18 18:06:28 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:9000', '41', '9000']"
1062,10 18 18:06:28 Task cleanup failed for attempt attempt_1445144423722_0020_m_000001_0,Task cleanup failed for attempt attempt_<*>_<*>_m_<*>_<*>,"[0, '1445144423722', '0020', '000001', '0']"
1063,10 18 18:06:28 attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000001', '0', 'FAIL_TASK_CLEANUP', 'FAILED']"
1064,10 18 18:06:28 Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Resolved <*> to /default-rack,"[0, 'MSRA-SA-39.fareast.corp.microsoft.com']"
1065,10 18 18:06:28 Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Resolved <*> to /default-rack,"[0, 'MSRA-SA-41.fareast.corp.microsoft.com']"
1066,10 18 18:06:28 attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED,attempt_<*>_<*>_m_<*>_<*> TaskAttempt Transitioned from <*> to <*>,"[0, '1445144423722', '0020', '000001', '1', 'NEW', 'UNASSIGNED']"
1067,10 18 18:06:28 2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,"[0, '2']"
1068,10 18 18:06:28 Added attempt_1445144423722_0020_m_000001_1 to list of failed maps,Added attempt_<*>_<*>_m_<*>_<*> to list of failed maps,"[0, '1445144423722', '0020', '000001', '1']"
1069,10 18 18:06:29 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1070,10 18 18:06:29 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 91 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '91', ' ']"
1071,10 18 18:06:29 Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"[0, '0', '3', '1', '9', '0', '1', '0', '11', '1', '7', '3']"
1072,10 18 18:06:29 Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:8030', '41', '8030']"
1073,10 18 18:06:30 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1074,10 18 18:06:30 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 92 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '92', ' ']"
1075,"10 18 18:06:30 Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: msra-sa-<*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","[0, '41', '8030', '0', '10', '1000']"
1076,10 18 18:06:30 ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,[0]
1077,10 18 18:06:31 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1078,10 18 18:06:31 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 93 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '93', ' ']"
1079,10 18 18:06:31 Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:8030', '41', '8030']"
1080,10 18 18:06:32 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1081,10 18 18:06:32 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 94 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '94', ' ']"
1082,"10 18 18:06:32 Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: msra-sa-<*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","[0, '41', '8030', '0', '10', '1000']"
1083,10 18 18:06:32 ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,[0]
1084,10 18 18:06:33 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1085,10 18 18:06:33 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 95 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '95', ' ']"
1086,10 18 18:06:33 Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:8030', '41', '8030']"
1087,10 18 18:06:34 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1088,10 18 18:06:34 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 96 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '96', ' ']"
1089,"10 18 18:06:34 Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)","Retrying connect to server: msra-sa-<*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)","[0, '41', '8030', '0', '10', '1000']"
1090,10 18 18:06:34 ERROR IN CONTACTING RM.,ERROR IN CONTACTING RM.,[0]
1091,10 18 18:06:35 Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[1, '41/10.190.173.170:9000', '41', '9000']"
1092,10 18 18:06:35 Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 97 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds. Will retry shortly ...,"[0, '1537864556', '1', '97', ' ']"
1093,10 18 18:06:35 Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Address change detected. Old: msra-sa-<*><*> New: msra-sa-<*>:<*>,"[0, '41/10.190.173.170:8030', '41', '8030']"
